gene	acinar	beta	delta	ductal	alpha	gamma	endothelial
FBXO21	1.0108437019099	2.19328765583408	2.10048748369771	2.66254190079824	1.90493935120363	1.7034430192095	1.38217156113204
FBXO22	0.913894985296742	0.986609998868221	0.748224919712092	0.751271325507509	1.18769972271171	0.630129886637824	0.730448180723265
FBXO25	2.30215034779695	1.52016254192909	1.11162862609368	2.20459459575349	0.936297122642208	1.55603939239158	0.961391908459478
FBXO27	0.0859570479158129	0.556638068221815	0.449357879273137	0.247258004607653	0.413908708958042	0.39147879720147	0.0601360157406674
FBXO28	0.545680919350959	0.543721842801078	0.490489247100215	0.648117138911235	0.376503878100392	0.373075466288088	0.891947763365797
FBXO3	1.36575202164716	1.29622619065879	1.30705586693675	1.86819449481645	0.718635154889442	1.4475062874509	0.987302090534009
FBXO30	0.300341891272595	0.707145557552255	0.546231731538335	0.45431697447011	0.464819015107473	0.474213884725776	0.751093607360855
FBXO31	0.44485478252504	0.935458487413034	0.824105229281055	0.50907673795057	0.87178708531416	1.14555361293494	0.361073106739472
FBXO32	1.06516848223275	0.328193890179791	0.541350940852248	0.738152134006237	0.229718280496407	0.474578263830612	0.538806815200543
FBXO33	0.435961748137556	0.746689758379036	0.763121114933895	0.737323804493674	0.459402106136434	0.887150580327074	0.894018291749918
FBXO34	0.496122015573456	0.761162534368531	0.524599905605845	1.47254203894132	0.459404321718975	0.352061673958704	0.532422344231974
FBXO38	0.363958452925665	0.644000535461483	0.4021056933675	0.764016368348175	0.49308577429942	0.420073926838562	0.54781253636019
FBXO41	0.130918878564984	0.534449752363239	0.823567925163323	0.076373054688583	0.580136861457526	1.18599585952009	0
FBXO42	0.488233820336197	0.554644788339302	0.548318378987397	0.729410349452231	0.707415818821538	0.722303024547168	0.691667530932804
FBXO44	0.29281255294742	0.608528519532047	0.702581994630673	0.539958352241083	0.652092879889293	0.889859672655968	0.0290033225824745
FBXO45	0.411418689056548	0.584787639840121	0.3964258481435	0.499444725937984	0.4184246378773	0.460812951483706	0.552143675731077
FBXO46	0.449897894565149	0.58046458759258	0.464060722888626	0.941790952718033	0.555869610527288	0.56413290032644	0.734188432327769
FBXO7	2.56719312192867	5.97100632295824	4.07710240872161	3.70249152467328	3.6282760135702	3.92907785960775	3.13372873783028
FBXO8	0.440077395996693	1.37828122675755	1.01842141726331	0.793049340688397	0.596212152374497	0.781648792086418	0.685385607434304
FBXO9	1.6632169481847	2.1272361933582	2.1207259623447	1.96367533184316	1.89450624698953	2.48817687479419	1.1380373502096
FBXW11	1.18103301015382	1.91505616482752	1.97039863952812	1.7737972457972	1.9603546805173	1.99470444474064	1.20979528535559
FBXW2	0.770417586240054	0.741349217807105	0.711765175110747	0.98898758958868	0.681468856727249	0.846126918971179	0.912404074248117
FBXW4	1.22095258760249	2.36133220252771	2.03090471976597	1.88688698074644	3.05547140146711	3.13042106295573	0.419418743265475
FBXW5	2.74679523520416	2.08603803787647	1.92861657972169	3.34559819549317	2.62634232237053	2.35163177628365	2.26001736137759
FBXW7	0.516361949850137	0.824981206536443	0.979295286742694	0.554388394688946	1.29678087615372	1.37600774629666	0.552126676368692
FBXW8	0.212355110756478	0.609372065244101	0.448304863167983	0.339151290999862	0.400060052158717	0.219494204201425	0.225272066307672
FCGRT	1.1446161980083	1.4876182793448	2.60503461550946	2.93833200136575	3.24700718144054	1.46836357773233	3.19271770559473
FDFT1	4.19251637512198	2.69100085611863	2.93042122378559	5.07841037590018	3.37604679547876	3.2268122515428	2.55631855273209
FDPS	3.75312617834928	2.45668941623211	2.44568778588471	2.93325154125297	2.8108282692522	1.96930445651136	3.54611008279137
FDX1	2.68936606944251	1.45150400288842	1.2830751981155	2.35901103907884	1.28739079276262	0.923267364378652	1.51513765721402
FEM1A	1.0636420026494	0.895759755522183	0.858870150810407	1.04077623327115	1.09789621733773	1.12019851059881	0.773176675513351
FEM1B	0.767847706912005	1.64651960459876	1.73130379006484	2.44481512520536	1.11260202312798	1.01898106722354	1.32405579790826
FEM1C	0.660903623706464	0.386158476553383	0.548050821697162	0.925615138064193	0.285110715495844	0.217735845880404	0.575060594825695
FEN1	0.498576060061703	0.442655653265754	0.315256958723149	0.608857131749229	0.601817271357425	0.238653808370542	0.469991173957809
FER	0.184167851296069	0.436235566202353	0.407430456020791	0.703917508579473	0.313067177042459	0.415812524801695	0.444253127310885
FERMT2	1.31144467836517	0.480754276534132	0.37225787212983	1.85481272757864	0.430660245735463	0.476606929075086	2.65313805053531
FEV	0.0207767877004827	0.19631592473754	0.70931962149739	0.128404026711778	5.13191471708714	4.15604740901507	0.25439601224387
FEZ2	0.618737305917341	0.475387600190417	0.621370608011685	1.94894155577811	0.691476565232067	0.854372194385207	1.2421467193226
FFAR4	0	0.963547133362784	1.61922959848437	0.0459102645101763	0.0129495377752706	0	0.0358670121766586
FGD4	0.512587582153498	1.23237231356249	0.92677707794976	1.08425787619499	0.363871921142932	2.2255663980425	0.216736052139205
FGF12	0.102509840197251	0.439326972384032	0.859899279849201	0.070464528383361	0.905981613777104	1.03235690456041	0.318470887728808
FGF14	0.0259365982485297	0.924820461259932	2.84418394115503	0.0844697959077042	1.51314959356885	2.20841760685401	0.0973794327360088
FGF7	0.162656378859069	0.862808757233992	0.657048448250788	0.193507694417248	0.356437801852066	0.500925126531336	0.126653324406776
FGFR1	3.48390884912138	2.5095788521005	4.33021376839048	3.78917598745757	4.1647243744321	6.42756010977187	3.56706949851803
FGFR1OP	0.32692455120526	0.477720640322278	0.34022930552661	0.602055471323105	0.41168829513701	0.285885260110241	0.350540817163937
FGFR1OP2	0.677255682003343	1.0467977490773	0.947760478273824	1.05618540225403	0.806079893950168	0.587907014587122	1.37063335813536
FGFRL1	1.13562238992741	0.0185819812177236	0.0336712996299705	1.39959043714147	0.0773327691249159	0.0290262520433264	0.431298135036727
FH	0.607419184966896	1.0910555252715	0.894348883931148	1.1896320607546	0.619928748830234	0.708726879289899	0.655298915367037
FHL1	0.0122119242538626	1.04654089229869	1.19123829043776	0.125703528801903	1.09155840455617	1.22828462258108	0.982545631550108
FHL2	0.524107206997556	0.0240040333066515	0.0252692653057996	2.80040772670856	0.0617941800327008	0.0705454952106414	0.346521661704602
FIBP	1.16167806438627	2.15084593436047	1.98760501384201	2.02985454245621	2.0410004511451	2.06607464211218	1.84319982794338
FICD	0.548984464049036	1.76524681999426	1.18696261654015	0.644709680470205	0.580161003047275	0.50163448880731	0.493554658921767
FIG4	0.347923609580072	0.645995263944853	0.485912130763299	0.533012381168404	0.457081714397062	0.922371522403051	0.0642456122755182
FILIP1L	0.579594036169753	0.119812362696254	0.971010588867275	2.85675454201774	0.111244803746585	0.42474788103765	0.20986482853761
FIP1L1	1.00244400750221	1.18405734393436	1.15571465706373	1.55451260813238	1.30881625215307	0.872378861129611	1.07986285313981
FIS1	3.29156041401722	3.83228972047638	3.7362992787559	3.75667987455065	3.2931354896243	3.89802675478427	3.02002925234389
FITM2	0.448620493187296	0.880689071656298	0.740950348074476	0.49589700481758	0.819432320507148	1.11559343432721	0.334883601133607
FIZ1	0.696793229758953	0.817932338053264	0.829610706725072	0.653931018181684	0.707067787561888	0.639875582440634	0.497179620891448
FKBP10	0.150929746409814	0.320402181371341	0.427671342640271	0.508016754155307	0.403032287094726	0.213628924945933	1.92431435054098
FKBP11	4.89353398212333	2.41815849915973	2.05957700418603	1.29549003943574	1.80460723500448	0.994202374116305	0.773130093455525
FKBP14	0.198558903192794	0.696073978259222	0.568610242149683	0.253711687093562	0.379251664117807	0.43460128488053	0.481007629895832
FKBP15	0.556236360252457	0.740645380406877	0.583592101405163	0.940696023344606	0.65996681376692	0.754899875495257	0.920656382492939
FKBP1A	5.50088182077239	4.21966927297069	4.40964274443736	6.1087277963052	4.60985541529266	5.08192575452382	10.5076042269662
FKBP1B	0.48677011301727	0.557023082633732	1.06042179694871	0.996331688855446	1.56060987252208	0.822875069734687	0.62563741624193
FKBP2	3.39980827819923	6.5416898886987	6.38619906570661	4.25196591212341	6.36677149482466	4.89847684797869	3.06052768985289
FKBP3	1.54921237428533	1.70939286663525	1.7126950797831	2.02095267560586	1.94735243429906	1.65567521722823	1.29856186443303
FKBP4	3.92236528614666	3.53281586980253	2.89573240998936	4.36346900038431	3.93415921645818	3.44097135291174	2.9278911122019
FKBP5	0.607102490484833	1.19441104776127	0.961142635001882	0.234044618346412	1.07428076653253	1.07602409817708	0.213975676281009
FKBP8	2.42566704178592	4.89611858157504	4.53167234190661	4.9561035288779	5.22049312103354	5.69944997081867	3.1665019842353
FKBP9	0.274728203718933	0.446078134533894	0.366608282035436	0.62511485014211	0.761567368236707	0.964527890558018	0.913446111257818
FKBP9P1	0.706637489631545	0.418001916993781	0.346455415318546	0.735371442922641	0.520723359437375	0.921846226875626	0.693277642953446
FLAD1	1.22589668746518	0.736436516503643	0.759803521287482	1.1779147347993	1.01943923219473	0.729314662561413	0.837078138450655
FLII	3.04423971586715	1.52141371028007	1.22853787566651	3.66127453206317	1.58179467950965	1.23301664211255	1.52173426515125
FLJ37453	0.141312114422966	0.707827357549515	0.807444519560984	0.43244921708154	0.649556094333384	1.16757083469522	0.471698037203049
FLNA	1.79151856439206	0.480213155079075	0.626249629382516	7.46819113763427	1.17067892428465	0.449495410984427	5.19697220951605
FLNB	5.60089339230734	3.23620805681457	3.60197920178065	5.56950999755841	4.80485618919273	2.56586054636144	3.8420776362509
FLOT1	3.53726222220705	5.80885063678281	5.48400729284342	4.22328932382082	5.92529586338615	5.28519888738847	4.2218549910972
FLOT2	1.06979751998665	1.38360472695631	1.23356840642618	3.02170161845103	1.98859223852465	1.6342561956623	1.06772223653345
FLRT2	1.33137360673859	0.0145863871596679	0.145051252039967	2.45688886461268	0.0199223398761951	0.0689967238750728	0.0397031551917881
FLRT3	0.689649039950491	0.131784562961094	0.373657721466021	0.897405230402523	0.814876343306177	0.176542006944457	0
FLVCR1	0.271440350763161	0.771121415235878	1.03662658767891	0.236111150353044	0.906854971518246	0.950763584385613	0.406906183938837
FLYWCH1	0.542496895227246	0.849254909971947	0.67370866847241	0.900189018024005	0.92428152651547	0.723591345412462	1.11871166410615
FMR1	0.42908051875531	0.531387908169574	0.635101340852894	1.03468649412391	0.585644866142232	0.314251550855307	1.17456272701405
FN3KRP	0.313684380988591	0.546139713424224	0.383266870078884	0.691632015062309	0.443138067289951	0.529539783894138	0.489407033336725
FNBP1	0.321619092445279	0.702759190492894	0.622262544033391	1.10763320048819	0.61061420821875	0.528057128914609	1.10877349837895
FNBP1L	1.25028137624903	1.59327378163728	1.5205982621552	3.06830269377339	1.86626324299939	2.17734516442233	1.15891219827502
FNBP4	1.13704365457125	1.14074126854899	0.951145807723327	1.84440244850231	1.285906519801	1.30724759704607	0.991771471165769
FNDC3A	1.88665542533137	3.0462282933281	3.42381755106642	1.66004950267252	2.78769185627192	2.16981643706073	1.346201676314
FNDC3B	2.63463913965625	2.66473624978103	2.35108011154334	3.67342018757488	1.54133035934593	2.89706260653853	3.33917645227027
FNDC4	2.35660723240734	0.221145608943359	0.293539055035805	3.71308136338585	0.336474604252982	0.220322483174935	0.133535261870462
FNIP1	0.820188949510008	1.22176434533079	1.14327084484447	1.28412083911353	1.28640795253064	1.66484867339544	1.00123669153103
FNIP2	4.9868733674442	3.6551558697325	1.45009410898338	2.92474495957855	3.89810928025005	2.73861112303099	2.67014115191606
FNTA	1.4024595002498	1.43077876895237	1.15662638497722	1.64813165408892	1.05720634565211	1.27743824718041	1.70387947803891
CHURC1-FNTB	0.527149149750437	0.821590650968986	0.651231440617747	0.704461034180791	0.589258809578558	0.690222586361401	0.229876064021709
FOCAD	0.658068731230752	1.99713331730875	1.53804101739579	1.01801316179727	0.962878054090524	1.59420700994862	0.512120259469705
FOPNL	1.09660482964212	0.948227886340517	0.870041752235084	1.0036653952639	0.68874798828473	0.629595416937605	0.507830763609959
FOS	5.78935102796274	3.71538389088097	6.39451248238525	6.49635151679826	6.75251988288506	7.70201125847648	5.23762494576819
FOSB	1.30548029634067	0.49355262133758	0.906255131120542	3.01202654998828	1.33478703795697	1.66799369635916	1.96217681992537
FOSL1	0.372654534320807	0.189947742943074	0.0815149879968901	1.9755851855446	0.509796318085609	0.190131696553653	1.33899489398412
FOSL2	3.82284611942381	0.703136586925892	0.545035480336172	4.19283113076825	1.54100045298945	0.957630226616912	4.6106789465155
FOXA2	2.37663274786859	3.98509829577955	3.74674130864019	2.65651767553721	3.71641799815801	3.24179292177703	0.214457930730761
FOXA3	1.72924218683591	0.461535452318448	1.20395803823804	0.882319997646618	1.0857410558491	1.37177916283346	0.091041370331886
FOXD2	6.86353462330975	0.0647140260069687	0.0354350887550506	0.826391990054304	0.292325042547152	0.4165897260479	0.0960282868344846
FOXJ1	0.0412240727492075	0.585266944794763	0.63901369993423	0.0474444628069868	0.988917952089869	0.359585885916418	0.0640131038663093
FOXJ2	0.332053140097594	0.888184977645437	0.628286358259328	0.684198140143844	0.683199743368534	0.830994709115371	0.7178330928818
FOXJ3	0.71778099222716	1.18822626131477	0.991981885256925	1.12925148763624	0.776426278354978	0.857026696213031	1.38030775364979
FOXK1	1.06824953129423	1.50192077696971	0.941800760732901	1.37604655030421	1.45875026548267	1.69918179080548	1.56307124927026
FOXK2	1.26556032044553	1.31687356983667	1.26451957070133	1.64639298858966	1.44572125146398	1.71783775646028	1.70793310880347
FOXN2	0.522736223818171	0.700931623958486	0.376301244314307	0.574974295312129	0.452537794762564	0.363637848674682	0.877740120507245
FOXN3	1.15121198263193	1.31780979680995	0.624449069475798	1.49443762563856	1.56029410850109	1.73244916004985	3.2996030201643
FOXO1	1.05639329794455	1.87620138017301	2.43984393989314	1.30188575273734	1.70919684415225	1.81496116712372	2.35341032717121
FOXO3	1.85325272907128	1.47803465603493	1.30976847943958	4.05342202799706	1.1517945392551	1.92805722749984	1.30100265418474
FOXP1	3.22127242503493	2.48659671022617	3.83175630246373	3.41726275284563	2.44845841057327	3.33692517013411	1.42520325403586
FOXP2	0.165815833778799	0.646844095918058	0.555028054609676	0.0700579092591327	0.344358056679478	1.23888658774277	0.0628534707940682
FOXP4	1.25089904928129	2.34693761443494	2.69969666441634	1.43954335992531	2.6080176212474	2.5411542821586	0.247192544506402
FOXRED1	0.425107105701914	0.775883661941583	0.509894659980611	0.621200974450242	0.59627897036157	0.514213889320747	0.342316407782681
FPGS	2.20601799357533	0.538956719326745	0.625532549431937	2.67382922407905	0.961164204770754	1.16613642337719	1.02478547331609
FRA10AC1	0.849715168285102	1.32679401073853	1.0356084544145	0.773105033006763	0.809374916841904	1.03440385426955	0.563583467145984
FRG1	1.49592030368558	1.54583448880632	1.46200833749806	1.34417719193487	1.32511357255295	1.88446359344027	1.92647907377287
FRK	0.624977824808949	0.481650769114636	0.641286291299779	1.01312121151479	0.34774823525295	0.559207934956693	0.146648273582252
FRMD4B	0.478650783160974	0.102104068798629	0.130954558784362	1.05411538081525	0.526962040493792	0.0950481903143599	0.91228048886844
FRMD8	1.36229245963725	0.525881317657997	0.495156461160992	2.39430026853943	0.933219946146961	0.841166618534846	3.3746000015775
FRRS1L	0.00569308435893214	0.566068249788292	1.02019255991795	0.0273549210122534	1.65398435785329	1.23054089128106	0.0562930325333018
FRS2	0.293140273796176	0.38543972269332	0.454180527454746	0.473597034610442	0.531573349116486	0.548839565001911	0.256873379152619
FRYL	0.566310752850686	0.811692691086656	0.723439119632127	0.952520494371253	0.772521850756366	1.03633336524339	1.39792899633696
FSD1L	0.102509941150635	0.412308981900209	0.245821362032638	0.456780738174908	0.649639659313646	0.455291231656765	0.0290033225824745
FSTL1	0.184117063505428	0.122142039882101	0.0361036192079119	2.56637461909025	0.358833331230783	1.03435580558508	4.1789007877279
FSTL3	1.16530899615087	0.181397963390865	0.182765274517638	3.574151633968	0.182881250477413	0.0973826191700102	0.130392644731823
FSTL4	0.0286969523650363	1.13784348074797	0.415496545597565	0.0435572636493928	0.444029418605865	0.0980427323586168	0.0338631789905425
FSTL5	0.0141910397859531	0.217100640996755	0.296697682939434	0.0065073258796435	1.04785024368773	0.263990500466929	0
FTH1	13.0151023210318	10.9288107588272	10.5259224167645	11.9934420735838	11.0472537132633	11.2350456066005	11.3991101050054
FTL	12.400169643202	12.1611150327656	10.2987835134149	11.4343584712657	12.111835479748	11.2329464702521	11.6689032262511
FTSJ1	0.495316418715766	0.417618254630104	0.271808175568885	0.417982999460152	0.33943903688392	0.24709415034962	0.454329270318641
FTSJ3	0.943835052751418	0.656992743588302	0.635713704037029	1.30138263758569	0.888962760253847	0.697537178294869	1.16380638510972
FUBP1	2.91164978436377	2.29134469170925	2.33145107098792	2.47375565832569	2.0449498356673	1.95945553113676	1.95026173558565
FUBP3	0.811853313740431	1.21677256520936	0.945866541289996	1.42355786828102	1.0781696119144	0.997834688667935	1.61221715483941
FUCA1	0.594497712354108	2.79397524266935	2.0057677352683	2.21803572618452	1.80297011295564	2.03406191022526	0.28471724154386
FUCA2	1.76981714473299	2.13507932464597	1.19033959131925	1.81064224913116	2.12675993883978	0.926183075107718	1.24304764983179
FUNDC1	0.389687995237497	1.06177117555109	0.576086721626483	0.91446005191053	0.601784511396882	0.721503903012138	0.609972872504882
FUNDC2	3.30609715249288	4.1259338731333	2.81678611868402	3.90939329542895	3.4668052392453	2.811591357329	2.79153370638452
FURIN	3.80808097121411	2.96393295520726	2.17782553403166	4.55875704425652	3.14192927051708	5.43423257029082	3.55513667076777
FUS	4.27465055539525	3.04457240409678	3.20224361947259	4.61408597322127	3.08820857331334	3.51026627631676	4.65601892607046
FUT11	0.500036957281219	1.03732525998563	0.384070262153801	1.02802950282485	0.928059942915234	0.480952050341467	1.77866739375664
FXR1	2.37602862475808	2.120611325654	1.34360708153698	2.21588769057357	1.48340393414823	1.93172749321582	1.73668726362287
FXR2	0.924688763188268	1.72406484386777	1.3992692753103	1.75388165577717	1.64658462470708	1.72517011180175	1.2894307827119
FXYD2	0.246411084559035	7.57495176733987	5.91728469211305	4.73458662474319	4.70226630611495	9.80149428694318	0.801523958142509
FXYD3	0.849818725720132	0.398243145813884	0.914495455128077	0.978538882210138	4.24086524606644	3.00377490192159	0.0304416335307209
FXYD5	2.07428753957762	1.19867749334106	0.707155927525842	3.20970294932491	6.64640570892163	2.69113883091337	6.48822048683441
FXYD6	0.15358090469416	1.31754991804102	4.99388418230037	0.632765713764021	4.98595349179923	5.89814871686182	4.45557016418479
FYCO1	0.940563221531543	1.65792816737552	1.049556794773	1.18392672908913	1.16757329328349	1.0240397667266	0.710587764504963
FYN	0.0337124545272249	1.11374355082892	0.899093028962878	0.717454796911385	1.00125697751556	1.18079953510843	2.80453824107753
FYTTD1	1.58464332747251	2.53888961996473	2.15823964507088	1.88801155754351	1.74844006950775	2.36191216700256	1.89025944042588
FZD3	0.88597411372033	0.782546352514558	1.89090230250647	1.17613394884838	1.26600101243626	1.19851459746818	0.536892119538305
FZD5	1.21090703458541	0.426170654889934	0.632422933789571	1.45049234154228	0.348459284593497	0.750685036692469	0.104403533239362
FZD6	0.285860314385091	0.391266561848025	0.528225145195687	0.697356514692475	0.180690715308282	0.222334227436617	0.816658511472253
FZR1	0.751403692280029	0.707988733416486	0.695502155412693	1.22074126967027	0.932957861793758	0.67481829705177	0.690573786448034
G0S2	5.45689205621932	0.329169049880134	0.257528405193268	2.45088499234467	0.394838546147168	0.332071449627526	0.683813602052814
G3BP1	2.37966911061315	1.76110487974734	0.984219818530531	2.23816653790574	1.29720446865556	1.38766446012107	2.85505110168756
G3BP2	2.2123395943662	3.89814984452794	3.77165490957546	3.04807037969008	3.03168957909148	3.38698047902446	2.89908793890459
G6PC2	0.0879847923812363	5.597072089987	0.361162512831551	0.260125935665787	2.60638557092589	1.85514184846239	0.319391683425771
G6PC3	1.49889004395437	2.58788081123951	3.33714746712066	2.38665602158337	3.64709796838089	2.94631813209732	1.87134522572862
G6PD	2.30115098402432	1.5473089663787	1.32806955086652	2.72050509847348	1.66811800867622	1.79637940087795	2.33336202699022
GAA	0.645875679834754	1.74697780777035	1.27971853046266	2.16644420615491	2.63646567185803	1.9710314615925	0.880214880552419
GAB2	0.723979616502555	0.54434068433033	0.88874442596833	0.580281280995544	0.506042760836377	0.56196160582095	0.803157301304785
GABARAP	8.25605341487517	9.49741924491962	9.23477449432978	8.62795768629369	9.39127183993815	10.1474414647836	8.01380498171261
GABARAPL1	4.57267993306427	5.41737655037741	4.72699562290207	4.60851941642479	4.71163309583782	5.13601975846347	3.45481281270559
GABARAPL2	2.43827614069006	5.43628176486026	5.02924825464463	3.7760829733183	4.78462828622479	4.81847039112964	4.51508034793504
GABPA	0.588213054633919	0.312151497626882	0.480113299782915	0.560915768688755	0.396958918357437	0.282806924735433	0.744457114127226
GABPB1	0.607732232130164	0.69309876733399	0.592179348834417	0.978482305298368	0.850529653466462	1.21827985860618	1.71639594284724
GABRB3	0.0573471259613535	2.27302756598988	4.80042990542732	0.324678097947656	2.23153045398264	1.71841448286058	0.151333456407091
GAD2	0.431252658539945	8.59681897517149	7.50187728156217	0.527301131443565	5.120889009481	7.06190284299079	1.00346634499801
GADD45A	2.04302598235164	2.6084762615866	1.27134370619403	3.62012284161739	2.14163622497407	0.546426759981748	0.812736536802672
GADD45B	3.58770786616251	2.09264999110422	0.734197876819775	3.39266492543931	2.10153631912403	0.828126616815211	1.65275499444239
GADD45G	1.53807549351008	2.14938394372523	1.35581058685448	0.678049289809146	4.02152758205893	2.76157935451755	1.21110400760318
GADD45GIP1	3.65532784417091	2.76370718809563	1.99393964818439	3.03771169330823	2.67517389810142	1.92037000442499	3.04806069767735
GAK	2.09061204195444	1.37825875706783	1.14710663971153	2.21552389659587	1.32930303025543	1.50737345442075	1.49396994404526
GAL	2.21687534065162	0.098711590385868	0.660991408451643	0.754359351534715	0.0864029178322804	0.0603667735203129	0.046280524256924
GAL3ST1	0.2564298904	0.0727512064000675	0.431206029928963	0.995460794357735	0.59104187018947	0.280136881604719	0.0347101581934595
GALE	1.40874191913864	0.540229459691308	0.801563776079657	2.24237650322702	0.717130803270543	0.559888313041025	0.877982237471007
GALK2	0.417910622579712	1.15353253649741	1.00409249943502	0.627622366742329	0.635201416459168	0.57051727040658	0.548134033241933
GALNT1	1.30558878569411	0.905759336379722	1.19640616292965	2.82203534324637	0.793660875428687	1.01695369919123	2.30808311353049
GALNT10	0.839087655290734	0.700380098938187	0.266323203976483	0.73765032407139	0.220814333842625	0.336424432022005	0.594484093127224
GALNT11	0.634612607138941	1.07634384271135	0.598306939793291	0.684998804127977	0.728018968358161	0.980710078792017	0.463137392668989
GALNT2	5.91427549768072	0.975154038500753	1.213488965667	3.55798108650724	1.22761330410424	1.15180030581563	1.34296311665393
GALNT3	1.46749074015669	1.04053004083539	0.760018140694942	3.03937993672024	0.748518189467205	0.785332361597555	0.0362880406243242
GALNT8	0.0302963052511009	1.91133096359123	1.32469707057153	0.0686176308994828	1.06164135695408	1.84678167748929	0.0362295781955401
GALT	0.288908767953564	0.44938505618062	0.431406662443249	0.607722665790673	0.45005166160356	0.615171879039969	0.404258349255787
GAMT	0.506546723664103	1.06521791227862	0.754581038183852	0.685861853173152	0.968941669786537	0.589093188936538	0.0562930325333018
GAN	0.362580615356149	0.429620475490317	0.301041105405215	0.537685321189395	0.40343339717433	0.219701262521751	0.253955126394175
GANAB	4.20942700013473	4.13826156776013	4.29779601229445	5.19472110252067	4.84971075760967	4.34619819317716	4.68710100022364
GAP43	0.0142440205685975	1.04605340742986	1.50323345762606	0.0472542047497872	0.420625492841469	0.0632434961930024	0.0678922101568158
GAPDH	10.1404720370188	11.6630974199995	10.1923209348181	10.976602860047	11.0117796884945	10.0994329422343	11.0373020892956
GAPVD1	0.477954681494115	0.840916243122268	0.720733163788354	1.04744375183387	0.570046384887619	0.901329713540424	1.04876419427168
GAR1	1.48273189938068	0.984639672776057	0.835510052999344	1.49470629097352	0.9466432558018	0.343255176514932	0.915638446474376
GARS	4.06691299732235	2.31333602417063	2.68693725271711	3.57646785312958	2.70562307534583	1.90906120992501	2.46342537627775
GART	1.51107498141253	0.501265612715771	0.546190162424101	1.10318218231125	0.51148209831507	0.539862299038376	0.548681422297503
GAS2	0.147669408828414	0.846963483450074	1.34676127769931	0.135157384847361	0.432283879282488	0.72877000899116	0.086166681154456
GAS2L1	0.362676098144589	0.230954092924515	0.173629032840718	0.889578866000088	0.314922776588711	0.410988586245368	1.09320574093291
GAS5	9.20364970562707	5.46102895987601	3.25054982438039	5.63947630853695	4.61763571529559	3.55442093353887	2.88025776977848
GAS6	0.258669661769622	0.210004506498892	0.10710742835165	2.31331167964725	0.0230096073939114	0.183884670662108	1.52306576765426
GATA6	0.922933811104609	0.0116421930415758	0.200736602864925	1.96909071240143	0.525530310417202	0.560784879643923	0.0309515310437833
GATAD1	0.857082319155705	0.991684399989671	0.751527160355326	0.997698622538879	0.770938278312789	0.823941935324385	0.520364871375315
GATAD2A	2.74625757592182	1.26060273455486	1.15529890608296	3.41333763848499	1.65701531114734	0.991790405393041	2.66957796548687
GATAD2B	0.784834671415509	0.992549916689706	0.856922701500263	1.31736845972893	0.992731492628419	1.23742727396211	1.43869786873129
GATC	1.34489718438134	1.05543422339771	0.884212176650127	1.58647113007971	1.3179340097773	1.47287578577335	0.974277755777921
GATM	6.1562627838393	0.109615034526799	0.217532258229086	3.79318532941673	0.61468863791288	0.315535565110209	0
GBA2	1.28646008698612	0.969175033683471	1.31386687831734	1.60337921232731	1.26422010284912	1.452781199575	0.939482611555332
GBE1	1.00142754704391	1.02220734795993	1.03245327157791	1.21915365723806	0.724227236646838	0.672333344926167	1.05322305617479
GBF1	1.55686822832132	2.14558823658431	1.49044521076789	1.89020423039471	1.87247419743313	1.87041613209746	1.21646388621397
GBP2	1.38044462393411	0.0886336045647059	0.403637963152971	1.97225349848469	1.119330257451	1.09037252534107	0.670271433062735
GC	0.0753135785295818	0.128592439506032	0.110994240477452	0.856394478637425	7.91127119986243	3.40085573385798	0.177093478049353
GCA	1.20344210301343	1.38774795490492	0.67514696876782	1.44600954608644	0.958163452691403	0.569476333959688	0.521340738981438
GCAT	0.73585570882564	0.515304619998608	0.432285231225905	0.253413580728783	0.242965274155684	0.434047100353808	0.279843761318646
GCC1	0.340507627848718	0.757533958288741	0.552740138551406	0.595171330259067	0.541651815898187	0.49991787330294	0.692194121716809
GCC2	1.34240880537894	2.04117084220881	1.96220629821524	2.42972458243283	1.36794505246095	1.92943287682073	1.09007980574848
GCFC2	0.259494248132624	0.548202759786498	0.605283151661874	0.394940172086993	0.441024478914452	0.739535010309205	0.32566639558226
GCG	3.5204549491483	5.90913963261634	6.44948809950975	5.85287878837164	16.2218444329389	6.26111726244251	4.73371209449762
GCGR	0.0153139509461487	1.13238291977108	0.93844336589779	0.0126444301857011	0.0677791962170229	0	0.0317178453257779
GCH1	0.455961554002431	3.99427094559174	6.75353178867681	0.951896345089318	5.29702554822326	4.4089844188531	0.523897129615102
GCHFR	0.448707897898847	1.00939235045302	0.934265011673394	1.08586215032652	1.42153538515828	0.669484529682114	0.340202360567943
GCK	0.0142152844205953	1.43527181497014	0.81359916168608	0.0945632524140315	1.1105122576551	0.839162387960981	0.0923303722298113
GCLC	1.23620039973141	0.599909285220219	0.883384848693284	1.04427064068072	0.561779232289069	0.619741085454212	0.786149913976385
GCLM	0.989911223589524	2.24877334301289	2.19918502254255	1.73004418767337	3.0236754421845	1.36808874057878	2.35813376408314
GCN1	1.36472963215601	1.61901273353692	1.07942154694293	1.63673377297532	1.28300653708855	1.41548414555767	1.3729149270872
GCNT1	0.0809436900276873	1.29646553652329	0.787383106175976	0.162031396251372	1.69944252115552	1.32747833519616	0.0941638608828402
