gene	alpha	beta	delta	PP
CLSTN3	0.376972419457842	0.345080433734541	0.283379314048752	0.375442868713619
FAM115A	1.8681781808775	2.99229294729114	2.17106511685374	2.1138716418854
SLK	1.68498060114925	2.53283832723338	1.90835277064483	2.09293304997556
PHACTR2	3.17796421897517	5.00849769400128	3.13005049594432	1.01319050187291
SNPH	0.0604352780842627	0.0498915924447342	0.0304499977460273	0.170669113866905
ZSCAN12	0.207122136176144	0.496919035576123	0.204737936407113	0.288313234971982
KMT2B	0.308815295988083	0.256414029349252	0.330384062164196	0.641376232992129
FRMPD4	0.0804512634481433	0.254945747452074	0.096180228614465	0.0675766825074338
HDAC4	0.210509611009647	0.172368472102462	0.0538796569697337	0.270342944386519
TOX	1.70808331494607	1.89706739061733	1.78022278131892	2.76010378800008
MLEC	1.26700831920336	1.55091656505052	2.64044639909337	1.52966706427523
LZTS3	0.688107115072755	0.488845752421125	0.542702847413693	0.815077309174031
KIAA0513	0.216611256125691	0.181596086241542	0.116392172481918	0.330824508727133
ZFYVE16	1.16085558301263	1.21419716380607	1.26677834471045	1.61967212228292
KIAA0247	2.54984344280595	4.74470139625266	3.96711926465452	1.98976767210245
PHF16	0.186253154577049	0.113826811308863	0.21368964407048	0.188841256642755
KIAA0195	0.357691267816318	0.409412369766342	0.478915847706969	0.558346509932861
BCLAF1	3.74425836957931	4.08619809818265	4.32969353232306	4.26302444538484
EIF4A3	1.72006576076519	1.39656679146648	1.82346606428035	1.9726394016019
ATG13	1.17661400763521	1.75382655306465	1.47088365532451	1.48985677808027
TM9SF4	1.40312393088762	1.25108558078835	1.17585931117539	1.51448980110585
KIAA0232	2.11684484377376	2.43490911220189	2.53028795815627	1.90400857938478
TBC1D5	1.05339724530846	1.3237512583061	0.912389666770335	0.95835220513221
RNF144A	0.566565675912583	0.0353999994446159	0.0247829234059897	0.191919376331642
MATR3	4.67234856004097	5.14620985766284	5.25012142003547	4.64080815798983
SNX17	1.83529964845704	2.08008960189712	1.19036720815154	2.48770462698991
DHX38	0.496375908735222	0.501168123607245	0.46444809543553	0.522384967764203
KIAA0586	1.03622728427757	1.35189401478191	1.62521989695018	1.16903133789699
MTSS1	1.29619689368714	1.27264847257684	1.28674009185326	1.24882946864345
SPCS2	4.56537368716289	6.04887899971444	5.78403500315971	4.74763311421171
BMS1	1.67187495541086	1.69813201962091	1.60193182681159	1.74964334793704
PTDSS1	0.713782730615604	0.893117012606322	0.468276559187369	0.694284969087863
SERTAD2	0.232910136615727	0.295126524107696	0.508689443188693	0.563222781969004
CKAP5	1.92622315050978	2.18000086505708	1.84606086660977	1.97122505815926
MAML1	0.218955502182714	0.319806226914024	0.13533783153056	0.266221147615818
TATDN2	0.432024677901599	0.501873734327806	1.01788047802697	0.825910732964936
IST1	2.59607004462104	3.09481580930853	2.79828325842661	3.14710193138026
MRPL19	1.65851292265102	2.04371768572698	1.90741712027711	1.73989887397198
DAZAP2	3.68295291300478	4.28810667401201	4.79512623987121	4.06888581000994
TOMM20	2.57278730967901	3.61230460220638	2.41678488745582	3.34235899797782
SCRN1	2.44974187618788	2.46193332050804	2.60749373415359	3.23853732197871
IP6K1	0.453476501722053	0.354357486696807	0.154835763090673	0.728491667599042
RNF40	0.558893533505158	0.515842452251829	0.677436304198151	0.488814270022138
CTIF	0.171266273079925	0.0904836297277194	0.168351506478395	0.208129987150002
KIAA0141	0.772955004311277	0.77147271777385	0.645796182834117	0.684372546951066
EFCAB14	2.28338944770978	2.20780291715684	2.26118283783983	2.76018857378903
SFI1	0.43162429204726	0.372505252463375	0.545888256504647	0.476283240506802
GIT2	0.615680274755705	0.715149972878486	0.679956056722456	0.744570826105744
URB2	0.170264505469011	0.187155438998851	0.172302658072193	0.134137041227058
KEAP1	0.592225008098454	0.931794649540823	0.629998494545871	0.869686893901854
NUPL1	1.12562292463316	1.41067468706918	1.23677330318701	1.34096867411792
TSC22D2	2.32887230111928	2.51446131980331	2.51187664379515	2.07659747057579
CUL7	0.731775141686831	0.473876312824902	0.273066266953864	0.711761982263916
RB1CC1	1.60904673619761	2.15566511752037	2.09660076493753	2.25220035256699
ARMCX2	1.22981150524042	1.04763628743601	1.06837267277939	1.63676260144334
ARHGAP11A	0.368636962474217	0.365660202788664	0.013464120963628	0.408626414947868
SPATA2	0.335077940850047	0.320000786469712	0.162790426386878	0.344766612135066
ARHGEF11	0.312952873772246	0.337050003807359	0.371397319680098	0.541457133764127
RGP1	0.20642619553421	0.205752438841677	0.127561253543855	0.132066720534598
ARHGEF17	0.251707498165158	0.165133343569779	0.339844558095452	0.121946677796917
DNAJC6	0.787923883260036	0.872956195865296	1.32845153087863	1.17734123144909
TRIM14	0.184263161417543	0.132060995397391	0.470147012055952	0.305966654804738
ZNF623	0.225913939471816	0.23913565727771	0.300856691356068	0.0750863183333855
JAKMIP2	1.07973395470894	1.27637046525053	0.96784911315709	1.32158316034143
LCMT2	0.263021991956997	0.419097230950918	0.585492221698154	0.578654619087507
ZBTB24	0.405847325062442	0.438772352025415	0.288771623139144	0.317435094552665
PLEKHM1	0.331907292867438	0.309904514107093	0.312506634060384	0.357860996645735
ELMO1	0.859378479016489	3.63291358496615	1.09306301949805	2.94446009008694
GAB2	0.234912228946011	0.306988430895645	0.521534844765471	0.295253475545538
C2CD5	1.54411190251948	1.92402048504342	1.71128054057413	2.19272178760709
MFAP3L	0.115919849105799	0.15951658585983	0.191089847641424	0.0557737083424622
ZNF518A	1.93737165673074	2.0761816502996	1.86669702975977	1.86078121178712
KIAA0753	0.308918744656372	0.217763468423126	0.453044424556779	0.506358397393332
EPM2AIP1	2.86862416303936	3.52769622704373	3.25704466591002	2.78083277809589
RUSC2	0.190032510490265	0.19366231653175	0.302390288995475	0.0979064326213046
C2CD2L	0.173529064834685	0.21465350354596	0.0463035926549034	0.169256431522483
FARP2	0.196993741994072	0.328838704309398	0.505722282058396	0.120812572115674
KIAA0319	1.03315317912348	0.63612039895044	0.193085156875497	1.88527096451288
CEP350	1.96313796978609	2.40481123605531	2.20445900258328	2.58557767668357
PPP1R26	0.41347976793594	0.246354318451948	0.30221741906166	0.498314991669392
CEP170	0.891112212814061	1.20660832642961	1.10481192147887	1.2030276405961
LRIG2	0.308255323496816	0.27662564670179	0.642948383838741	0.212642520818728
PSMD6	3.21760908139761	3.68127687794275	2.74285165642285	2.70430302594896
MED24	0.585260204862665	0.459816083282995	0.896343713592437	0.792877981572182
MAGI2	0.865586335884606	1.03383865124322	0.780513362262932	1.37130493027865
TRIM66	0.199224512015174	0.195326184707438	0.396325140727627	0.064928598588155
PJA2	4.26739059607499	5.5205709619874	4.7634798596504	4.0198559653415
TOMM70A	1.23862581377278	1.46395924753334	1.26634094003642	1.43233047929243
SETDB1	0.498937416729744	0.563693050171292	0.407361762661142	0.301296148606642
AREL1	0.769464001205559	0.695193152815459	0.663724772093051	0.840277625693831
SEC24D	2.41713827301276	1.81556587881961	2.92409860407281	3.55411972785557
FCHSD2	0.533645565179711	0.395657972365302	0.203790550285052	0.391505708877625
TLK1	6.00965659896749	7.3320950143648	5.37589983693327	5.21563134587202
URB1	0.1970645295575	0.140730145152731	0.0881457122069927	0.150659568660155
ZC3H11A	3.60619493950948	3.97040477973421	3.8834597241556	3.6546018052206
TOX4	2.29968417200555	3.54537933384057	2.56617276237041	2.34821638404738
DDX46	1.99782294858645	2.01542638771069	2.0740629549126	2.19652488949876
ZBTB39	0.0864527126301066	0.14674156804311	0	0.212906545149756
TRANK1	0.0739849478540982	0.0357305652061688	0.171149058125894	0.197252917649825
TBC1D4	0.594716763419061	1.32170549068064	0.817118250274687	1.44566542639741
POM121	0.76400207275633	0.878162248562263	1.00740245416757	1.01863634782743
LRRC37A	0.293424228034098	0.384007507295691	0.221376520962727	0.314727764753801
OSBPL2	1.23910306567174	1.51089493186991	1.43162048650336	1.49217096854652
RHOBTB1	0.362136872836268	0.282285883756727	0.222554070942656	0.204357422791319
SMG7	1.16414104763316	1.48308161364442	1.27576100862404	1.58388244892192
ZBED4	0.283432847025451	0.233759521513215	0.0492997084920815	0.245030160629281
LPPR4	0.926609749737564	0.156108676643043	0.00861812496939144	1.49854269090292
NUAK1	0.540221764209016	1.0668641664898	1.48616895916437	0.538156751979574
SNAP91	1.09348084292928	1.42960564426134	1.74355188818597	1.29673643427783
TECPR2	0.261642024501083	0.23878127281776	0.220752613758973	0.253498077271811
FIG4	1.26054577350908	1.21239689175989	0.798036377313997	1.0150799395418
KIAA0196	0.980755099788444	1.12292749232333	1.06224681347542	0.973719697688668
UBAP2L	2.19095684231062	2.23914884748555	2.22193169304168	2.12467639259518
SV2A	1.1474140064096	0.945752012966088	1.18384480733009	1.59342502008463
SRGAP3	0.210457191018129	0.383218116186451	0.455940200516367	0.195363921893367
KLHL21	0.21238710178223	0.442084436760846	0.412343509980561	0.26789486226962
RBM19	0.944941126723882	0.76589680150579	1.03762214756331	0.760038207395014
SGSM2	1.36942632422603	1.58107958678105	1.43667593396261	1.21895914512611
SLC35E2	0.488416374282726	0.713565282745068	0.773422460476982	0.824863929123378
AP5Z1	0.117392546325536	0.128061810209062	0.166151180302629	0.237292104937939
G3BP2	3.55889358133012	4.56750604885077	3.77292391794233	3.70241494031734
DENND4B	0.627949310226929	0.531796139640003	0.404733434734266	0.672759918356433
RABGAP1L	1.79697270499609	2.7016692176823	3.07391703429689	2.98036690701091
TMCC2	0.140319344951879	0.292737132865008	0.220167845771572	0.225780567277179
ARHGAP44	0.137259422651734	0.283149224315677	0.508760871329609	0.28500243153616
SUPT7L	1.35043308302551	1.53736797136827	1.53596839353805	1.73737395384881
ATP2C2	0.137228408166389	0.166885049690009	0.15250963529018	0.402510557799726
ARNT2	0.988943986737834	0.483553591117652	1.06205259335016	1.48137177840904
FAM20B	1.13036597849377	1.49737977560791	0.89079504164072	1.21464824179318
NCAPD2	0.364900788461992	0.43228864113038	0.212936053949803	0.341081262464122
SEC16A	0.983356214461982	0.874063352745007	0.827506140792984	0.987201509163372
KBTBD11	0.226929925663535	0.237978997179312	0.107670808988573	0.253869755216423
RNF10	1.68862363741243	1.54920044826039	2.00197548560212	2.34686296910512
IQSEC1	0.641812452125827	1.21726244639827	0.127870892780789	0.464529918553667
ZBTB40	0.54893139127013	0.588799698022124	0.696972386769391	0.732730748246666
PAN2	0.693642323851307	0.994760088342393	0.711913328433072	0.70106647213542
ZBTB5	0.157535584734079	0.215847404195731	0.279927817712077	0.2994957311301
LPGAT1	2.02306724593024	1.92543034844925	1.51838310240562	2.49531651531362
MFN2	0.795238043938088	0.754008029497265	0.880736065903222	0.912246668277332
JOSD1	0.923748868329513	0.604194424449265	0.90292355496123	1.29225603516731
HELZ	1.7928407490442	1.80088707498577	1.74590536356763	1.81070785168192
KIAA0020	2.57630627578505	2.20411568439642	1.61998243380943	2.10493300581514
MAFB	4.44604631830164	4.16623498273451	3.06947665335431	0.546692885453937
CD302	0.673749847059257	1.12468397568433	0.287809313632349	0.124526762449402
DCLRE1A	0.525147185908594	0.616904327546504	0.650354836280846	0.3214745480943
RBM8A	2.89517559344315	2.67229851649236	2.58831897452052	2.60976007544073
EXOG	0.686777574345257	0.604657483312987	0.728317381095439	0.729161826230985
OXSR1	0.919394919590414	1.17325458432918	0.854309123781387	1.27540348176337
CRYZL1	1.56908196737507	1.81175835822661	1.8857715335527	1.71799567564168
WDR1	1.53639934873279	1.26976571022458	1.16571899100735	1.74027191475713
AMMECR1	0.373426276520174	0.262232839825232	0.448657850315575	0.501445615967618
GOLGA5	1.25337185494499	1.37257436459412	1.40507302702367	1.35451832187019
USP15	1.86706297129301	1.81653327818493	2.36028465109623	2.05993731675971
USP3	1.6094567607632	1.31489788937624	1.39785226154613	1.70274162133735
MVP	0.655017482295609	0.54184786737688	0.548473494164736	0.637005559138225
SLC23A2	1.25302620443399	1.47468367708446	0.929229784443396	1.70811620624614
THRAP3	5.51193609915075	6.34947166345903	5.69955005397617	5.41004514160818
MED12	0.309566089816168	0.392494510456676	0.477090576495557	0.207733192108662
MED13	1.30326093256598	1.46884671169214	1.41759761262487	1.53294011483606
NUP153	0.944196541795124	0.858017201192436	1.10458837871172	0.92946736271704
CCS	1.06510868809241	1.36867264754287	0.738272866191773	0.8640805344239
NR1D2	1.34383765796019	2.1578720828831	1.84352383927511	1.91344629513743
RBX1	6.42467056262631	5.91019400758005	6.42113984592783	5.98841522696068
DOPEY2	1.05372679309349	0.347357627217367	0.951678822293597	0.753751080787234
THOC1	1.08438861794106	1.57079392579357	1.07398883931579	1.55274443144284
REC8	0.986201307430319	0.672868744161229	0.672851963172758	0.818769730637494
RCE1	0.142407918416605	0.109347680184521	0.235930670715242	0.0326439393213933
HNRNPDL	5.20021492755113	5.12236804359487	5.54307425873112	5.40748603970696
DMTF1	1.83802678360635	1.74114034084905	2.29875771226648	2.01595881324837
PPP4R1	1.11632195386362	1.09410466467772	0.849577762352167	1.43422650001348
SLC12A6	0.40339801469437	0.412603597720143	0.641466682769703	0.671247143205298
PTBP3	2.25206212298833	3.04559484254636	2.28870079744349	1.9627337086342
DGCR2	0.581920227408129	0.775452668134701	0.74569603018118	1.05944628628846
CASP8AP2	0.962720374836163	1.09515524464711	1.27365082854255	1.03047601197749
SCO2	0.42383858187051	0.428826633347436	0.16739897131923	0.438716169337053
AKT3	1.28988825728387	2.08365912764874	1.61165513942282	1.98497381358913
MED6	1.17535702955076	1.30075956547303	1.21388608259094	1.02147367422991
ACOT8	0.733315516144128	0.856857448134969	0.594047041318252	0.719366674889168
ABI1	1.57327554046693	1.74979482171616	1.63099989654178	1.21940362080964
GNPDA1	2.12371098690884	2.84890059111194	2.2156128839578	1.75636784313598
ZBTB33	0.774025509435606	1.01645097585979	0.818711591012904	0.467162780296664
TANK	1.7219610394929	2.25988628724421	2.05188879158824	2.01742986602106
SRA1	2.50421676919462	2.4886700589251	2.44563753657897	1.73928930589617
HDAC6	1.02194970638771	0.849202525869791	0.792958894209885	0.828004227479878
HDAC5	0.517615656451324	0.578577833074103	0.646100515570161	0.848742649244348
PDCD6IP	1.92346407001412	1.89260860404244	2.16742169975828	1.85521825155002
PDCD6	2.5645756931847	2.63650419241064	3.39319963687709	2.61452221535211
BCL2L11	0.263938737993955	0.397506315014132	0.443116179869162	0.292140955977793
SH2B3	0.611127780967239	0.476349681804707	0.241317097754258	0.304163337621235
GNE	2.08101039705482	2.04178425527162	1.7274323257495	1.5616315441606
HCN4	0.0990250878302424	0.088091552756625	0.398091025974329	0
MED16	0.522237715490013	0.589335612991469	0.522056934873306	0.69959986369782
PIGK	2.85193286835188	2.85935516762139	3.29433914050494	2.22582005348088
CASKP1	0.0239200224212095	0.0077912773707067	0.121018683046709	0.0494413438522053
ARSEP1	0.0536028965237366	0.0104799794171746	0.00770768196402106	0.098175782278211
CHAF1A	0.137009867577718	0.10380506086246	0.0452603685046456	0.108657803408067
PARP2	1.58306007155073	1.5866294953192	1.86032932881191	1.15408949365656
PARP3	0.18968382103229	0.200655436442824	0	0.0876741942156664
TOM1L1	2.67621773917622	3.10317209565164	2.71119764306979	2.34571448009034
HMGXB4	1.46537657926364	1.55841550153391	1.9047312634765	1.31461397473835
TOM1	0.538431747368234	0.979518909568908	0.714629197939586	0.794485862197697
SH2D3C	0.0842595134482425	0.208749828498014	0.572737328280759	0.131707083818103
MAMLD1	0.679806557041974	0.0326737144406321	0.318657912504601	0.103871627270418
RANBP9	0.925078868911638	1.13285876448261	1.21921694488033	0.923089964234578
DNAJB6	3.28521195294357	3.63759680890203	3.08541313712317	3.23390110073267
SMC4	1.19182225685952	0.53835304705258	0.309284669070832	0.863983837903098
AP1M2	1.9704002130364	1.82978756438175	2.34422892553425	2.08254246706264
UBA2	1.85724400077061	1.83423938579788	1.54700326692503	2.00292947610686
SAE1	1.36325600090109	1.04750532965821	1.49911256191335	1.3390648606339
FARSB	2.42271958765888	2.80785224018831	2.47260241726618	2.11579200290339
ABCC5	0.752502400538046	0.959461048409334	1.85238493859308	0.524665419628101
ABCB6	0.303543584316352	0.390647758049	0.267197360450457	0.631415203288432
DNM1L	1.87388098658195	1.90050263364779	1.87842823020416	2.06496593597765
ABCC9	1.15418900016928	1.04776252295458	2.7847517771316	3.37371998599787
ABCF2	0.977609437094648	1.02662271594473	1.08363690008146	1.12581699281018
NR1H3	0.302573903723729	0.0979473770279558	0.134473873372908	0.17591263373898
COX17	8.51272493270043	8.14692198723031	8.05940828507065	8.29043594735145
VDAC1P2	0.103429957044584	0.0885119177069878	0.111494983138085	0.107079870568555
SCAMP2	2.15821370287836	2.09253480306246	1.89292385135284	1.81910325973813
SCAMP3	2.26785821371534	2.34407160480129	2.97844015133098	2.03947840981021
IL18BP	0.462074432276025	0.10985938840755	0.341947323839166	0.144487964500387
RWDD2B	2.15628834760591	3.59134579831705	2.4031395556743	1.76457950554983
DPP3	0.866790856767902	0.458837844034363	0.774693412719864	0.964181546495118
SNUPN	1.07163385085431	1.10922342947439	1.09568814021957	1.35017445711212
HUWE1	2.20823919497509	2.4398393902667	2.64981693091203	2.50085007403082
PTPRU	0.00447673082134175	0.271392772734971	0.26135299758336	0.00738031383493134
TSSC4	0.27150917271974	0.359350419258113	0.293688852079038	0.449610635869556
ATP9A	2.56580463028976	2.44682351436056	2.0026491203247	2.95556647239978
PDCD7	0.836496881642259	0.852342554451673	1.29551502301568	1.09498091740155
GPC6	1.74314610472297	0.170427341448616	1.17398048637076	1.88701386068187
USH1C	2.72690692934257	0.513469859937454	2.46639398557254	2.5067760168684
PQBP1	2.28391358047373	2.95919940724085	3.30966473237259	2.3110055185848
EDIL3	3.76346785588369	2.73477337421714	1.7476350016328	2.29855835084183
COL4A3BP	1.63066120806848	1.92215490975102	1.93246115104417	1.7897695199525
ARPC5	4.53487308806749	4.44786580912864	4.85643534750454	4.63526063523646
ARPC4	5.11946943944263	5.60703133539536	4.68188922055233	4.23283244516412
ARPC3	6.74707675584314	6.2909789690714	5.96619688595907	6.14789316833606
ARPC1B	2.45157687044727	1.45792782440265	1.93413852516951	2.02613726571579
ACTR3	2.36676795656577	2.12593871767838	2.10107373060039	2.58324860453476
ACTR2	3.7065057676909	3.72836284894846	3.9617219132263	3.57886995865331
TSPAN5	0.0602171943052908	0.461599161492418	0.310965160636351	0.0945297195921343
TSPAN3	4.38611918654656	3.70112375172635	4.41554386691446	5.29306831649379
TSPAN2	2.51823176669585	2.3439966459706	1.49029190422772	2.28925903740921
NUBP2	0.721728591982997	0.58501377105883	0.721176812856773	0.762844969217037
TSFM	0.982122437249671	1.25514986729422	1.28588570662195	0.717863239276763
TSPAN1	0.289694415125084	3.18614502202635	0.421237804962656	0.137009201384211
PPIF	1.0353061464344	0.547053774239446	0.344281119783687	0.36664293583345
CTDSP2	1.20859365018633	1.77653256523083	1.52906879066676	1.73159789767631
ARPC2	5.94538528075074	4.83267509397495	5.25743287546129	5.23815757086607
SGK2	0.331275065154871	0.178652603011015	0.271948869414767	0.338788467681736
RAD50	2.06259500870473	2.13162985396225	1.91066224060621	2.12298055695217
PREB	0.881875404926865	0.98078153567816	1.29758681468148	0.998811713802251
HIPK3	2.22030644961836	2.7289253986643	2.17175530664682	2.8902176167329
FEM1B	0.287291118656786	0.271611879955508	0.28036090865979	0.455607605437008
ENAM	0.773682185106984	0.117166025133945	0.409190403440366	1.08764311504071
ACTR1B	0.958733173934962	1.06949267341762	0.744387772565292	1.39903280868468
ACTR1A	1.7361084825064	1.67486435925786	2.06430777574994	1.50667580221084
ARL4C	0.302519045887432	1.7774470519234	0.00402779967651354	0.359845339030109
ARL4A	1.04478175728915	1.43626730743156	0.62621806342586	1.11920840575509
RASGRP1	0.556075291839208	0.940387463963866	0.965472541607883	0.551193255675258
DNAL4	0.267813835772895	0.362011768882338	0.262119591219919	0.282013911491494
ZNF263	0.391203003711075	0.56296297190151	0.499942101266864	0.72522695093086
LRPPRC	2.56165131690751	3.79203884904441	3.22399249280857	2.01721186336634
FRY	0.999726189374344	1.05108259075374	1.0127678123649	1.37425963593586
PDIA6	3.65415933956641	3.99751233701632	3.87341553917566	3.37372117115438
TRAP1	1.37584312827194	1.07785058228159	1.40075602406125	1.03570722923616
OPTN	2.31175278218308	2.61554854028831	2.18091176466377	2.88311395853581
BCAP31	4.36057467058765	4.98134090178883	4.54947968331613	4.09368262464886
NAMPT	2.4097724509631	1.96255137803651	1.83827649108711	2.2545912784816
CELA3A	0.189920256255229	0.228604447364459	0.344926233710152	0.271545763055109
RBM12	0.149430709899847	0.158448839862069	0.177669406086338	0.0411453301735709
YAF2	0.694998301236477	0.711124176192499	0.674182007201183	0.560353277968036
ARFRP1	0.236100269585893	0.406932636175976	0.403020342706482	0.355613471672226
TOB1	5.66856502736792	7.79225355486221	6.33109167573629	5.75831607113842
AKAP9	4.28219109989765	4.56492133844537	4.1918680526541	5.28852558258515
FAM13A	0.180329755135396	0.897116613349122	0.305132056280968	0.814219925557978
G3BP1	3.49189141712949	5.31100207488916	3.32412909503862	3.53441825328225
SUGP2	1.36945006284816	1.49727858914038	1.18765114979061	1.78202598108207
GPR64	1.38424167877709	0.0481534095370642	0.103006387250898	0.337768778845063
MBNL2	2.71808437829527	2.88248504713235	4.33320299402795	3.5909605461408
HNRNPA3P1	0.099729281923304	0.118620900040638	0.134136515169009	0.301504713708028
ABI2	1.76472676615143	1.93814745400061	1.73662161736583	2.21954762989951
CEBPZ	2.66830688641891	3.08095889585128	2.87726651947875	2.53210094097911
PLXNC1	0.550464918235213	0.652818946944109	1.09133283488517	0.554877715863008
TRIM28	0.885692679262418	0.938468390026963	1.05765344923648	0.93841209694854
RASA4	1.39723080991948	2.52544464622909	1.45220469634904	1.761614598517
AASS	0.138506384226816	0.592157943831095	0.852623857418473	0.590653935991366
PDZK1IP1	0.0514222916599366	0.109849882086056	0.069516093143663	0.10842138957575
ATP6AP2	6.91429380510069	6.41634754668532	5.90167371360016	4.74645150208932
FARP1	0.33533016990466	0.203949841420269	0.187033378889415	0.628725375129656
LPAR6	0.0314172353601548	0.141171240525879	0.0328983464705615	0.168312867211222
LPCAT3	1.29522909544081	1.48017758663873	0.797906768818727	1.26369458213798
WASF2	1.83943147444128	2.12049184153293	2.09006677859739	1.98994580818731
SLC25A13	1.48000860746106	1.30831654288244	1.43214551001513	2.07813865668357
SLC25A15	0.120501486343036	0.137288137640042	0	0.085788987744825
ZNF197	0.467656144401834	0.532548635616679	0.672177547343682	0.25656996383362
SERF2	6.84861526498966	6.60692329486738	6.52309581931986	6.68593789780359
RCL1	0.380192783365773	0.415413899406903	0.397587521647913	0.366091757619808
SORBS3	0.575610831394648	0.362786744827537	0.668155581059266	0.499146670584962
CNIH	2.5980925148187	2.8251167371362	2.5490131151857	2.52295545946097
TENM1	0.272989009047064	0.0106282632270588	0.278019255022511	0.00560483630096176
RBM7	1.43308019424	1.48729262850113	1.05391517230788	1.2314684378885
RBM6	3.9512579173289	4.51691542349126	4.91368776051284	4.00247315974225
RBM5	2.2853085704247	2.75584495910742	3.14296729512285	3.04813454345193
LHFPL2	0.0849150355638446	0.0640979687495202	0.00856285248547868	0.130170712501117
TNK2	0.159398286598729	0.203675582714061	0.327746765812529	0.221359624261915
ALYREF	2.61797119659236	2.51629756128803	2.01694841478464	2.27989345513181
TXNDC9	2.27593671319516	2.84375895798111	2.56884301806547	1.85783892070496
RNF41	0.92479682469813	0.893048374221285	1.14799646061935	0.716153476063351
TSHZ1	1.14877431501979	2.05764047741808	1.8691604852218	1.78950255852481
ALG3	1.16017406332641	0.97083515534633	1.38151320468211	0.68979042055907
PRMT3	0.408217327284442	0.225007982794587	0.339618131817018	0.164574892101033
PSME3	1.00819652848992	0.784694038596399	0.580574025642229	0.642344038108537
MPHOSPH9	0.704120845123376	0.74598571001868	0.622308147922106	0.465173206165372
MPHOSPH10	2.02763700308855	2.3481099897955	2.47801101810346	2.35640781083741
MPHOSPH6	1.81859012824441	1.77833780971735	2.08979012471156	2.86278131502876
NME6	0.720873867596734	0.86057999781505	0.421304003780808	0.385027088668047
DHRS2	0.566430386884175	2.25109664554564	4.06708138803329	0.261060903615078
NUTF2	3.20930875117206	2.61676827624478	3.54535841394936	2.63964729900588
TRIM13	1.12456034182289	1.66020036004748	1.59149391327105	0.915561029977276
INADL	2.15728762878456	2.84869575412286	2.35409431292137	2.67323161429827
USPL1	0.805913007026973	1.11798800613009	1.21005948804281	0.638460737043664
EIF1	8.369325771983	9.127595237183	9.30452599494956	8.79483634256182
TOPORS	1.5900481020367	2.00735785017373	1.58348309820421	1.87832583599381
FLOT1	2.26058669895231	2.41000586326811	2.73962357786698	3.0417509176277
DDX39A	1.29985845939337	1.25396042473189	1.06178800863852	0.951099378671837
PSMD14	3.32861038525724	3.6387393656583	3.13741812850734	3.62868653068908
PRG4	0.405299451257159	0.419436903430309	3.65304598534032	0.969477862156754
CTDSPL	0.756428620640286	0.798105051140103	1.18609994617175	1.36748353928766
GDF11	0.209676689025463	0.0746281747856393	0.319395730448722	0.152547649428283
TRIB1	0.834000796188774	0.964301120916413	2.13881534774683	2.2540896724043
ZNF443	0.330148549441133	0.261026654008439	0.277467029420419	0.15605895366818
PLIN3	3.48953678853822	0.485506631466663	0.835198376169825	1.24937932614423
MFSD10	0.393271593634795	0.291940417961891	0.0453135020601226	0.124227901812026
STX6	0.251954115244515	0.536157554344435	0.273193253575753	0.749048118327951
COQ7	0.662579237647708	0.776162532938429	1.13133500628336	0.740498676290837
NBR2	0.488693475992191	0.742188581005756	0.486013230087941	0.651489594065634
RCAN2	1.56508735726784	1.16975058611899	1.99030438410331	2.45714634410847
LRRC23	0.494311983202438	0.418082255286066	0.681995222568615	0.210809490083696
HNRNPR	3.73005098629472	3.80316728736373	4.15772919941315	3.77211904396938
SLC35B1	3.41787271404475	3.17060935032144	3.27296473823094	2.42138489657722
DCAF7	1.95516308291137	2.04642221710658	1.62771115310649	2.90040419522095
AP3S2	1.12918778567182	1.10810485220441	0.779631077175534	0.81182094781666
MRPS31	1.78316106321189	1.95193844605022	1.75587241313611	2.40116437305286
CALCOCO2	4.41639217765963	4.21119842051268	4.34353197056222	4.28030828718239
KCNMB2	3.83457725016763	2.81239634168136	2.01826569958238	4.18915926522018
GPHN	0.944463250065006	0.754857103124443	0.627536849744095	1.01216654557868
RABEPK	0.730817220015578	0.958983914817344	0.763364294088184	0.398974283082717
TIMM17B	3.81547299807109	3.03837016695489	3.82425368787181	3.22824294934698
HRSP12	1.6588474607687	1.40416170484969	2.16966918401509	1.12729659114622
POP7	1.07803713872532	1.10884104268893	0.812086374290842	0.848421753925695
SRRM1	4.28742428682032	4.58026720365523	4.532501995896	4.4721904525678
SPRY1	0.134720937948146	0.129762787011699	0.0515086668159551	0.104594595857296
SPRY2	0.233597913436212	0.228408081433714	0.068248452803344	0.448281130818441
STAM2	1.39794716769969	1.60698762455766	1.99606135150106	1.58046375078499
CNKSR1	0.384795913389977	0.383745230759776	0.490327540734919	0.813468306669417
ABCC4	0.358587600777404	0.0743978324043901	0.00551001294874118	0.100813431829357
DENND4A	1.78106130642181	1.77425853020735	2.02073035114125	1.69846786795843
SF3B4	1.41109920564411	1.37757312778531	1.52318468089112	1.49790127312232
CDK2AP2	0.958205384374743	1.14238627983406	1.25249959704128	0.55256974619416
RAMP2	0.323797821947074	0.0194632538212294	0.0302305906438279	0.0891898109098686
ZMPSTE24	2.75027593942586	2.21187519301592	1.37770805748932	2.57855232351098
AKAP8	0.874355641214882	0.763616340897008	0.991103743458613	0.719752118418127
FSTL3	0.112883361641522	0.0549809382235036	0.109703214497341	0.075123334548603
STUB1	1.11051713270904	1.05974141710695	1.35420433132981	1.53687921686484
STAG1	0.743228098763876	0.717365826797242	0.710137497776065	0.833234113800995
NET1	0.995401605234769	0.64875542529484	0.518930422532143	0.731639875009449
