trait	panel	cell	adjust	raw	size	tag
LDL	Lung10x	TREM2..Dendritic	-30.8481298783099	30.8481298783099	69	Lung10x_TREM2..Dendritic
TC	Lung10x	Alveolar.Epithelial.Type.1	-7.42273090930509	7.42273090930509	69	Lung10x_Alveolar.Epithelial.Type.1
TC	Lung10x	Macrophage	-14.2625461944521	14.2625461944521	69	Lung10x_Macrophage
TC	Lung10x	Plasma	-6.39075871897144	6.39075871897144	69	Lung10x_Plasma
TC	Lung10x	Proliferating.Macrophage	-16.7657094572014	16.7657094572014	69	Lung10x_Proliferating.Macrophage
TC	Lung10x	TREM2..Dendritic	-10.1479618647275	10.1479618647275	69	Lung10x_TREM2..Dendritic
TG	Lung10x	IGSF21..Dendritic	-10.9041512314101	10.9041512314101	69	Lung10x_IGSF21..Dendritic
TG	Lung10x	Lipofibroblast	-8.71900592031976	8.71900592031976	69	Lung10x_Lipofibroblast
TG	Lung10x	Macrophage	-34.0804671763522	34.0804671763522	69	Lung10x_Macrophage
TG	Lung10x	Pericyte	-23.3474152370737	23.3474152370737	69	Lung10x_Pericyte
TG	Lung10x	Proliferating.Macrophage	-24.8587765561426	24.8587765561426	69	Lung10x_Proliferating.Macrophage
TG	Lung10x	Proliferating.NK.T	-7.99917325456956	7.99917325456956	69	Lung10x_Proliferating.NK.T
TG	Lung10x	TREM2..Dendritic	-24.883756544991	24.883756544991	69	Lung10x_TREM2..Dendritic
BMI	Lung10x	Proximal.Ciliated	-11.3365489152831	11.3365489152831	69	Lung10x_Proximal.Ciliated
CAD_RHR	Lung10x	Adventitial.Fibroblast	-38.4276339955463	38.4276339955463	69	Lung10x_Adventitial.Fibroblast
CAD_RHR	Lung10x	Alveolar.Epithelial.Type.1	-24.9538030508765	24.9538030508765	69	Lung10x_Alveolar.Epithelial.Type.1
CAD_RHR	Lung10x	Alveolar.Epithelial.Type.2	-11.4892738515159	11.4892738515159	69	Lung10x_Alveolar.Epithelial.Type.2
CAD_RHR	Lung10x	Alveolar.Fibroblast	-20.1694826350115	20.1694826350115	69	Lung10x_Alveolar.Fibroblast
CAD_RHR	Lung10x	Basophil.Mast.2	-8.77589367245277	8.77589367245277	69	Lung10x_Basophil.Mast.2
CAD_RHR	Lung10x	Bronchial.Vessel.1	-10.8869305641216	10.8869305641216	69	Lung10x_Bronchial.Vessel.1
CAD_RHR	Lung10x	Bronchial.Vessel.2	-14.8768729189228	14.8768729189228	69	Lung10x_Bronchial.Vessel.2
CAD_RHR	Lung10x	Capillary	-18.0031366239164	18.0031366239164	69	Lung10x_Capillary
CAD_RHR	Lung10x	Capillary.Intermediate.2	-7.52841394297817	7.52841394297817	69	Lung10x_Capillary.Intermediate.2
CAD_RHR	Lung10x	CD4..Naive.T	-7.19161922250498	7.19161922250498	69	Lung10x_CD4..Naive.T
CAD_RHR	Lung10x	CD8..Memory.Effector.T	-9.83451727113317	9.83451727113317	69	Lung10x_CD8..Memory.Effector.T
CAD_RHR	Lung10x	Club	-15.2643240975458	15.2643240975458	69	Lung10x_Club
CAD_RHR	Lung10x	Differentiating.Basal	-11.0265723306207	11.0265723306207	69	Lung10x_Differentiating.Basal
CAD_RHR	Lung10x	EREG..Dendritic	-9.20216173428097	9.20216173428097	69	Lung10x_EREG..Dendritic
CAD_RHR	Lung10x	Fibromyocyte	-11.4354941558067	11.4354941558067	69	Lung10x_Fibromyocyte
CAD_RHR	Lung10x	Goblet	-14.2408713343774	14.2408713343774	69	Lung10x_Goblet
CAD_RHR	Lung10x	IGSF21..Dendritic	-21.2885616292436	21.2885616292436	69	Lung10x_IGSF21..Dendritic
CAD_RHR	Lung10x	Intermediate.Monocyte	-11.5906861936749	11.5906861936749	69	Lung10x_Intermediate.Monocyte
CAD_RHR	Lung10x	Lipofibroblast	-16.2453888908413	16.2453888908413	69	Lung10x_Lipofibroblast
CAD_RHR	Lung10x	Lymphatic	-11.8900983453979	11.8900983453979	69	Lung10x_Lymphatic
CAD_RHR	Lung10x	Macrophage	-46.178436789321	46.178436789321	69	Lung10x_Macrophage
CAD_RHR	Lung10x	Myeloid.Dendritic.Type.2	-13.2966489356112	13.2966489356112	69	Lung10x_Myeloid.Dendritic.Type.2
CAD_RHR	Lung10x	Myofibroblast	-12.7059418263912	12.7059418263912	69	Lung10x_Myofibroblast
CAD_RHR	Lung10x	Pericyte	-8.82151331368339	8.82151331368339	69	Lung10x_Pericyte
CAD_RHR	Lung10x	Proliferating.Macrophage	-36.115300432906	36.115300432906	69	Lung10x_Proliferating.Macrophage
CAD_RHR	Lung10x	Proximal.Basal	-11.2337442533813	11.2337442533813	69	Lung10x_Proximal.Basal
CAD_RHR	Lung10x	Signaling.Alveolar.Epithelial.Type.2	-13.4535845113239	13.4535845113239	69	Lung10x_Signaling.Alveolar.Epithelial.Type.2
CAD_RHR	Lung10x	TREM2..Dendritic	-48.346885565529	48.346885565529	69	Lung10x_TREM2..Dendritic
CAD_RHR	Lung10x	Vein	-10.7511714766965	10.7511714766965	69	Lung10x_Vein
CAD	Lung10x	Adventitial.Fibroblast	-28.7800568462891	28.7800568462891	69	Lung10x_Adventitial.Fibroblast
CAD	Lung10x	Alveolar.Epithelial.Type.1	-16.6602028737538	16.6602028737538	69	Lung10x_Alveolar.Epithelial.Type.1
CAD	Lung10x	Alveolar.Epithelial.Type.2	-7.75340209302051	7.75340209302051	69	Lung10x_Alveolar.Epithelial.Type.2
CAD	Lung10x	Alveolar.Fibroblast	-18.3760366244561	18.3760366244561	69	Lung10x_Alveolar.Fibroblast
CAD	Lung10x	B	-6.33256564382149	6.33256564382149	69	Lung10x_B
CAD	Lung10x	Basophil.Mast.1	-8.31596092065946	8.31596092065946	69	Lung10x_Basophil.Mast.1
CAD	Lung10x	Basophil.Mast.2	-7.79350753936706	7.79350753936706	69	Lung10x_Basophil.Mast.2
CAD	Lung10x	Bronchial.Vessel.1	-16.8712265689936	16.8712265689936	69	Lung10x_Bronchial.Vessel.1
CAD	Lung10x	Bronchial.Vessel.2	-15.9099364061126	15.9099364061126	69	Lung10x_Bronchial.Vessel.2
CAD	Lung10x	Capillary	-9.27717074086109	9.27717074086109	69	Lung10x_Capillary
CAD	Lung10x	Capillary.Aerocyte	-9.0198858176393	9.0198858176393	69	Lung10x_Capillary.Aerocyte
CAD	Lung10x	Capillary.Intermediate.1	-8.89801938110972	8.89801938110972	69	Lung10x_Capillary.Intermediate.1
CAD	Lung10x	Capillary.Intermediate.2	-15.1605546045896	15.1605546045896	69	Lung10x_Capillary.Intermediate.2
CAD	Lung10x	CD4..Naive.T	-12.8499568929864	12.8499568929864	69	Lung10x_CD4..Naive.T
CAD	Lung10x	CD8..Memory.Effector.T	-16.993813205377	16.993813205377	69	Lung10x_CD8..Memory.Effector.T
CAD	Lung10x	CD8..Naive.T	-13.5683008733116	13.5683008733116	69	Lung10x_CD8..Naive.T
CAD	Lung10x	Fibromyocyte	-20.4898466735064	20.4898466735064	69	Lung10x_Fibromyocyte
CAD	Lung10x	IGSF21..Dendritic	-20.9358741465389	20.9358741465389	69	Lung10x_IGSF21..Dendritic
CAD	Lung10x	Lipofibroblast	-8.05859656848756	8.05859656848756	69	Lung10x_Lipofibroblast
CAD	Lung10x	Lymphatic	-25.6759564671664	25.6759564671664	69	Lung10x_Lymphatic
CAD	Lung10x	Macrophage	-56.6276725341581	56.6276725341581	69	Lung10x_Macrophage
CAD	Lung10x	Myeloid.Dendritic.Type.2	-15.702858090705	15.702858090705	69	Lung10x_Myeloid.Dendritic.Type.2
CAD	Lung10x	Myofibroblast	-22.2929285201091	22.2929285201091	69	Lung10x_Myofibroblast
CAD	Lung10x	Natural.Killer	-12.1563145561717	12.1563145561717	69	Lung10x_Natural.Killer
CAD	Lung10x	Natural.Killer.T	-5.231180723636	5.231180723636	69	Lung10x_Natural.Killer.T
CAD	Lung10x	Pericyte	-13.2473007989163	13.2473007989163	69	Lung10x_Pericyte
CAD	Lung10x	Plasma	-13.984064428876	13.984064428876	69	Lung10x_Plasma
CAD	Lung10x	Platelet.Megakaryocyte	-10.9860548178502	10.9860548178502	69	Lung10x_Platelet.Megakaryocyte
CAD	Lung10x	Proliferating.Macrophage	-50.6283835128215	50.6283835128215	69	Lung10x_Proliferating.Macrophage
CAD	Lung10x	TREM2..Dendritic	-51.4008065044557	51.4008065044557	69	Lung10x_TREM2..Dendritic
Height	Lung10x	Capillary.Intermediate.1	-5.75454068734995	5.75454068734995	69	Lung10x_Capillary.Intermediate.1
LIP_HDL	Lung10x	CD8..Memory.Effector.T	-7.15006382055983	7.15006382055983	69	Lung10x_CD8..Memory.Effector.T
LIP_HDL	Lung10x	Lipofibroblast	-12.4715674954161	12.4715674954161	69	Lung10x_Lipofibroblast
LIP_HDL	Lung10x	Pericyte	-25.5747870973396	25.5747870973396	69	Lung10x_Pericyte
LungFEV1	Lung10x	IGSF21..Dendritic	-7.29209817124552	7.29209817124552	69	Lung10x_IGSF21..Dendritic
LungFVC	Lung10x	CD4..Memory.Effector.T	-7.69371203110007	7.69371203110007	69	Lung10x_CD4..Memory.Effector.T
MS	Lung10x	B	-22.644266694866	22.644266694866	69	Lung10x_B
MS	Lung10x	CD4..Memory.Effector.T	-9.03525224225826	9.03525224225826	69	Lung10x_CD4..Memory.Effector.T
MS	Lung10x	EREG..Dendritic	-15.9102318719969	15.9102318719969	69	Lung10x_EREG..Dendritic
MS	Lung10x	IGSF21..Dendritic	-26.1719662931415	26.1719662931415	69	Lung10x_IGSF21..Dendritic
MS	Lung10x	Intermediate.Monocyte	-23.7698283794736	23.7698283794736	69	Lung10x_Intermediate.Monocyte
MS	Lung10x	Macrophage	-8.74988195837582	8.74988195837582	69	Lung10x_Macrophage
MS	Lung10x	Myeloid.Dendritic.Type.1	-13.3616570973422	13.3616570973422	69	Lung10x_Myeloid.Dendritic.Type.1
MS	Lung10x	Myeloid.Dendritic.Type.2	-21.6616724977047	21.6616724977047	69	Lung10x_Myeloid.Dendritic.Type.2
MS	Lung10x	Natural.Killer	-10.5082102547743	10.5082102547743	69	Lung10x_Natural.Killer
MS	Lung10x	Nonclassical.Monocyte	-6.16102057903201	6.16102057903201	69	Lung10x_Nonclassical.Monocyte
MS	Lung10x	Plasmacytoid.Dendritic	-10.0903973007224	10.0903973007224	69	Lung10x_Plasmacytoid.Dendritic
MS	Lung10x	Proliferating.Macrophage	-13.131649571803	13.131649571803	69	Lung10x_Proliferating.Macrophage
MS	Lung10x	TREM2..Dendritic	-11.7899500994121	11.7899500994121	69	Lung10x_TREM2..Dendritic
PD	Lung10x	Alveolar.Epithelial.Type.2	-16.0345244612204	16.0345244612204	69	Lung10x_Alveolar.Epithelial.Type.2
PD	Lung10x	Classical.Monocyte	-22.4092517011609	22.4092517011609	69	Lung10x_Classical.Monocyte
PD	Lung10x	IGSF21..Dendritic	-7.42185343848569	7.42185343848569	69	Lung10x_IGSF21..Dendritic
PD	Lung10x	Intermediate.Monocyte	-15.3976408411826	15.3976408411826	69	Lung10x_Intermediate.Monocyte
PD	Lung10x	Nonclassical.Monocyte	-10.2747759824398	10.2747759824398	69	Lung10x_Nonclassical.Monocyte
PD	Lung10x	Signaling.Alveolar.Epithelial.Type.2	-13.9888008022898	13.9888008022898	69	Lung10x_Signaling.Alveolar.Epithelial.Type.2
PD	Lung10x	TREM2..Dendritic	-9.02517068866427	9.02517068866427	69	Lung10x_TREM2..Dendritic
RHR	Lung10x	Airway.Smooth.Muscle	-7.7443726545217	7.7443726545217	69	Lung10x_Airway.Smooth.Muscle
RHR	Lung10x	Artery	-12.385819683061	12.385819683061	69	Lung10x_Artery
RHR	Lung10x	B	-8.30780373096496	8.30780373096496	69	Lung10x_B
RHR	Lung10x	Plasmacytoid.Dendritic	-7.82622991448003	7.82622991448003	69	Lung10x_Plasmacytoid.Dendritic
RHR	Lung10x	Proliferating.NK.T	-8.17969821387181	8.17969821387181	69	Lung10x_Proliferating.NK.T
RHR	Lung10x	Vein	-13.6644808659013	13.6644808659013	69	Lung10x_Vein
RA	Lung10x	B	-10.1866494025709	10.1866494025709	69	Lung10x_B
RA	Lung10x	EREG..Dendritic	-14.1724639402811	14.1724639402811	69	Lung10x_EREG..Dendritic
RA	Lung10x	IGSF21..Dendritic	-15.418162956642	15.418162956642	69	Lung10x_IGSF21..Dendritic
RA	Lung10x	Intermediate.Monocyte	-7.37319847433129	7.37319847433129	69	Lung10x_Intermediate.Monocyte
RA	Lung10x	Macrophage	-7.2997073590823	7.2997073590823	69	Lung10x_Macrophage
RA	Lung10x	Myeloid.Dendritic.Type.1	-14.9192273974807	14.9192273974807	69	Lung10x_Myeloid.Dendritic.Type.1
RA	Lung10x	Myeloid.Dendritic.Type.2	-12.4126497777832	12.4126497777832	69	Lung10x_Myeloid.Dendritic.Type.2
RA	Lung10x	Proliferating.Macrophage	-21.0312960018539	21.0312960018539	69	Lung10x_Proliferating.Macrophage
RA	Lung10x	TREM2..Dendritic	-24.0958482229545	24.0958482229545	69	Lung10x_TREM2..Dendritic
COL	Lung10x	Fibromyocyte	-10.7479888928418	10.7479888928418	69	Lung10x_Fibromyocyte
T1D_C	Lung10x	B	-11.5632996768086	11.5632996768086	69	Lung10x_B
T1D_C	Lung10x	EREG..Dendritic	-21.2110808455389	21.2110808455389	69	Lung10x_EREG..Dendritic
T1D_C	Lung10x	IGSF21..Dendritic	-18.4696857271038	18.4696857271038	69	Lung10x_IGSF21..Dendritic
T1D_C	Lung10x	Macrophage	-15.9910387676494	15.9910387676494	69	Lung10x_Macrophage
T1D_C	Lung10x	Myeloid.Dendritic.Type.2	-11.9850257918874	11.9850257918874	69	Lung10x_Myeloid.Dendritic.Type.2
T1D_C	Lung10x	Proliferating.Basal	-13.0171069692603	13.0171069692603	69	Lung10x_Proliferating.Basal
T1D_C	Lung10x	Proliferating.Macrophage	-13.5079273009521	13.5079273009521	69	Lung10x_Proliferating.Macrophage
T1D_C	Lung10x	TREM2..Dendritic	-27.7628853453836	27.7628853453836	69	Lung10x_TREM2..Dendritic
T1D	Lung10x	Airway.Smooth.Muscle	-14.597243163846	14.597243163846	69	Lung10x_Airway.Smooth.Muscle
T1D	Lung10x	Alveolar.Epithelial.Type.1	-17.2608449065265	17.2608449065265	69	Lung10x_Alveolar.Epithelial.Type.1
T1D	Lung10x	B	-11.2454253162851	11.2454253162851	69	Lung10x_B
T1D	Lung10x	EREG..Dendritic	-14.8528191705626	14.8528191705626	69	Lung10x_EREG..Dendritic
T1D	Lung10x	Fibromyocyte	-16.6522038339914	16.6522038339914	69	Lung10x_Fibromyocyte
T1D	Lung10x	IGSF21..Dendritic	-21.5672462584427	21.5672462584427	69	Lung10x_IGSF21..Dendritic
T1D	Lung10x	Intermediate.Monocyte	-18.0192576798998	18.0192576798998	69	Lung10x_Intermediate.Monocyte
T1D	Lung10x	Macrophage	-25.0848945041707	25.0848945041707	69	Lung10x_Macrophage
T1D	Lung10x	Myeloid.Dendritic.Type.1	-19.2506771321355	19.2506771321355	69	Lung10x_Myeloid.Dendritic.Type.1
T1D	Lung10x	Myeloid.Dendritic.Type.2	-22.6218078023538	22.6218078023538	69	Lung10x_Myeloid.Dendritic.Type.2
T1D	Lung10x	Myofibroblast	-10.4519510223211	10.4519510223211	69	Lung10x_Myofibroblast
T1D	Lung10x	Plasmacytoid.Dendritic	-10.4912643963939	10.4912643963939	69	Lung10x_Plasmacytoid.Dendritic
T1D	Lung10x	Proliferating.Basal	-12.1592924329912	12.1592924329912	69	Lung10x_Proliferating.Basal
T1D	Lung10x	Proliferating.Macrophage	-20.6694794948448	20.6694794948448	69	Lung10x_Proliferating.Macrophage
T1D	Lung10x	TREM2..Dendritic	-30.8669017295698	30.8669017295698	69	Lung10x_TREM2..Dendritic
T1D	Lung10x	Vascular.Smooth.Muscle	-19.0043860661814	19.0043860661814	69	Lung10x_Vascular.Smooth.Muscle
WHR	Lung10x	Alveolar.Epithelial.Type.1	-10.4657613720854	10.4657613720854	69	Lung10x_Alveolar.Epithelial.Type.1
WHR	Lung10x	Natural.Killer.T	-9.37122447753088	9.37122447753088	69	Lung10x_Natural.Killer.T
ALZ	Lung10x	Lipofibroblast	2.193107	2.193107	10	Lung10x_Lipofibroblast
ALZ	Lung10x	Macrophage	2.511771	2.511771	15	Lung10x_Macrophage
ALZ	Lung10x	Pericyte	2.264891	2.264891	10	Lung10x_Pericyte
ALZ	Lung10x	Proliferating.Macrophage	2.7117305	2.7117305	20	Lung10x_Proliferating.Macrophage
ANX	Lung10x	Capillary.Aerocyte	2.046599	2.046599	7	Lung10x_Capillary.Aerocyte
ANX	Lung10x	Mucous	2.300261	2.300261	10	Lung10x_Mucous
ASD	Lung10x	CD4..Naive.T	2.2580515	2.2580515	10	Lung10x_CD4..Naive.T
HDL	Lung10x	Lipofibroblast	2.2589075	2.2589075	11	Lung10x_Lipofibroblast
HDL	Lung10x	Pericyte	2.128532	2.128532	9	Lung10x_Pericyte
LDL	Lung10x	Lipofibroblast	2.393747	2.393747	14	Lung10x_Lipofibroblast
LDL	Lung10x	Macrophage	2.669989	2.669989	22	Lung10x_Macrophage
LDL	Lung10x	Proliferating.Macrophage	2.9222445	2.9222445	29	Lung10x_Proliferating.Macrophage
LDL	Lung10x	TREM2..Dendritic	2.9838675	2.9838675	35	Lung10x_TREM2..Dendritic
TC	Lung10x	Alveolar.Epithelial.Type.1	2.100203	2.100203	7	Lung10x_Alveolar.Epithelial.Type.1
TC	Lung10x	Macrophage	2.353146	2.353146	13	Lung10x_Macrophage
TC	Lung10x	Plasma	2.139168	2.139168	7	Lung10x_Plasma
TC	Lung10x	Proliferating.Macrophage	2.7495745	2.7495745	23	Lung10x_Proliferating.Macrophage
TC	Lung10x	TREM2..Dendritic	2.389194	2.389194	12	Lung10x_TREM2..Dendritic
TG	Lung10x	IGSF21..Dendritic	2.388942	2.388942	12	Lung10x_IGSF21..Dendritic
TG	Lung10x	Lipofibroblast	2.137976	2.137976	10	Lung10x_Lipofibroblast
TG	Lung10x	Macrophage	2.793501	2.793501	27	Lung10x_Macrophage
TG	Lung10x	Pericyte	2.6392	2.6392	18	Lung10x_Pericyte
TG	Lung10x	Proliferating.Macrophage	2.8492955	2.8492955	24	Lung10x_Proliferating.Macrophage
TG	Lung10x	Proliferating.NK.T	2.348934	2.348934	13	Lung10x_Proliferating.NK.T
TG	Lung10x	TREM2..Dendritic	2.846723	2.846723	29	Lung10x_TREM2..Dendritic
BMI	Lung10x	Proximal.Ciliated	2.2964445	2.2964445	10	Lung10x_Proximal.Ciliated
CAD_RHR	Lung10x	Adventitial.Fibroblast	2.9936345	2.9936345	33	Lung10x_Adventitial.Fibroblast
CAD_RHR	Lung10x	Alveolar.Epithelial.Type.1	2.764054	2.764054	22	Lung10x_Alveolar.Epithelial.Type.1
CAD_RHR	Lung10x	Alveolar.Epithelial.Type.2	2.453092	2.453092	13	Lung10x_Alveolar.Epithelial.Type.2
CAD_RHR	Lung10x	Alveolar.Fibroblast	2.627231	2.627231	23	Lung10x_Alveolar.Fibroblast
CAD_RHR	Lung10x	Basophil.Mast.2	2.2325785	2.2325785	11	Lung10x_Basophil.Mast.2
CAD_RHR	Lung10x	Bronchial.Vessel.1	2.39917	2.39917	10	Lung10x_Bronchial.Vessel.1
CAD_RHR	Lung10x	Bronchial.Vessel.2	2.577499	2.577499	14	Lung10x_Bronchial.Vessel.2
CAD_RHR	Lung10x	Capillary	2.690808	2.690808	25	Lung10x_Capillary
CAD_RHR	Lung10x	Capillary.Intermediate.2	2.4865445	2.4865445	13	Lung10x_Capillary.Intermediate.2
CAD_RHR	Lung10x	CD4..Naive.T	2.432702	2.432702	13	Lung10x_CD4..Naive.T
CAD_RHR	Lung10x	CD8..Memory.Effector.T	2.4946095	2.4946095	14	Lung10x_CD8..Memory.Effector.T
CAD_RHR	Lung10x	Club	2.6566865	2.6566865	19	Lung10x_Club
CAD_RHR	Lung10x	Differentiating.Basal	2.3446625	2.3446625	11	Lung10x_Differentiating.Basal
CAD_RHR	Lung10x	EREG..Dendritic	2.6477755	2.6477755	17	Lung10x_EREG..Dendritic
CAD_RHR	Lung10x	Fibromyocyte	2.6265585	2.6265585	19	Lung10x_Fibromyocyte
CAD_RHR	Lung10x	Goblet	2.3588855	2.3588855	12	Lung10x_Goblet
CAD_RHR	Lung10x	IGSF21..Dendritic	2.812951	2.812951	27	Lung10x_IGSF21..Dendritic
CAD_RHR	Lung10x	Intermediate.Monocyte	2.410356	2.410356	13	Lung10x_Intermediate.Monocyte
CAD_RHR	Lung10x	Lipofibroblast	2.509081	2.509081	18	Lung10x_Lipofibroblast
CAD_RHR	Lung10x	Lymphatic	2.499643	2.499643	12	Lung10x_Lymphatic
CAD_RHR	Lung10x	Macrophage	3.2162025	3.2162025	54	Lung10x_Macrophage
CAD_RHR	Lung10x	Myeloid.Dendritic.Type.2	2.5831455	2.5831455	15	Lung10x_Myeloid.Dendritic.Type.2
CAD_RHR	Lung10x	Myofibroblast	2.417822	2.417822	13	Lung10x_Myofibroblast
CAD_RHR	Lung10x	Pericyte	2.479075	2.479075	16	Lung10x_Pericyte
CAD_RHR	Lung10x	Proliferating.Macrophage	2.917903	2.917903	38	Lung10x_Proliferating.Macrophage
CAD_RHR	Lung10x	Proximal.Basal	2.3808885	2.3808885	14	Lung10x_Proximal.Basal
CAD_RHR	Lung10x	Signaling.Alveolar.Epithelial.Type.2	2.470872	2.470872	17	Lung10x_Signaling.Alveolar.Epithelial.Type.2
CAD_RHR	Lung10x	TREM2..Dendritic	3.146902	3.146902	60	Lung10x_TREM2..Dendritic
CAD_RHR	Lung10x	Vein	2.610993	2.610993	18	Lung10x_Vein
CAD	Lung10x	Adventitial.Fibroblast	2.604617	2.604617	17	Lung10x_Adventitial.Fibroblast
CAD	Lung10x	Alveolar.Epithelial.Type.1	2.365601	2.365601	12	Lung10x_Alveolar.Epithelial.Type.1
CAD	Lung10x	Alveolar.Epithelial.Type.2	2.381019	2.381019	10	Lung10x_Alveolar.Epithelial.Type.2
CAD	Lung10x	Alveolar.Fibroblast	2.4768	2.4768	14	Lung10x_Alveolar.Fibroblast
CAD	Lung10x	B	2.3562145	2.3562145	13	Lung10x_B
CAD	Lung10x	Basophil.Mast.1	2.2944195	2.2944195	13	Lung10x_Basophil.Mast.1
CAD	Lung10x	Basophil.Mast.2	2.2606195	2.2606195	11	Lung10x_Basophil.Mast.2
CAD	Lung10x	Bronchial.Vessel.1	2.5456915	2.5456915	15	Lung10x_Bronchial.Vessel.1
CAD	Lung10x	Bronchial.Vessel.2	2.8263455	2.8263455	25	Lung10x_Bronchial.Vessel.2
CAD	Lung10x	Capillary	2.5858585	2.5858585	17	Lung10x_Capillary
CAD	Lung10x	Capillary.Aerocyte	2.498797	2.498797	18	Lung10x_Capillary.Aerocyte
CAD	Lung10x	Capillary.Intermediate.1	2.4733595	2.4733595	14	Lung10x_Capillary.Intermediate.1
CAD	Lung10x	Capillary.Intermediate.2	2.7052115	2.7052115	23	Lung10x_Capillary.Intermediate.2
CAD	Lung10x	CD4..Naive.T	2.4437425	2.4437425	15	Lung10x_CD4..Naive.T
CAD	Lung10x	CD8..Memory.Effector.T	2.6197405	2.6197405	19	Lung10x_CD8..Memory.Effector.T
CAD	Lung10x	CD8..Naive.T	2.6541715	2.6541715	20	Lung10x_CD8..Naive.T
CAD	Lung10x	Fibromyocyte	2.4116265	2.4116265	13	Lung10x_Fibromyocyte
CAD	Lung10x	IGSF21..Dendritic	2.699339	2.699339	22	Lung10x_IGSF21..Dendritic
CAD	Lung10x	Lipofibroblast	2.472189	2.472189	17	Lung10x_Lipofibroblast
CAD	Lung10x	Lymphatic	2.675353	2.675353	19	Lung10x_Lymphatic
CAD	Lung10x	Macrophage	3.2240935	3.2240935	69	Lung10x_Macrophage
CAD	Lung10x	Myeloid.Dendritic.Type.2	2.610683	2.610683	18	Lung10x_Myeloid.Dendritic.Type.2
CAD	Lung10x	Myofibroblast	2.501874	2.501874	17	Lung10x_Myofibroblast
CAD	Lung10x	Natural.Killer	2.525355	2.525355	15	Lung10x_Natural.Killer
CAD	Lung10x	Natural.Killer.T	2.155387	2.155387	9	Lung10x_Natural.Killer.T
CAD	Lung10x	Pericyte	2.6335945	2.6335945	19	Lung10x_Pericyte
CAD	Lung10x	Plasma	2.6461645	2.6461645	18	Lung10x_Plasma
CAD	Lung10x	Platelet.Megakaryocyte	2.4325075	2.4325075	13	Lung10x_Platelet.Megakaryocyte
CAD	Lung10x	Proliferating.Macrophage	3.167324	3.167324	59	Lung10x_Proliferating.Macrophage
CAD	Lung10x	TREM2..Dendritic	3.082038	3.082038	54	Lung10x_TREM2..Dendritic
Height	Lung10x	Capillary.Intermediate.1	2.2256055	2.2256055	11	Lung10x_Capillary.Intermediate.1
LIP_HDL	Lung10x	CD8..Memory.Effector.T	2.218984	2.218984	11	Lung10x_CD8..Memory.Effector.T
LIP_HDL	Lung10x	Lipofibroblast	2.4988705	2.4988705	16	Lung10x_Lipofibroblast
LIP_HDL	Lung10x	Pericyte	2.720503	2.720503	26	Lung10x_Pericyte
LungFEV1	Lung10x	IGSF21..Dendritic	2.423517	2.423517	13	Lung10x_IGSF21..Dendritic
LungFVC	Lung10x	CD4..Memory.Effector.T	2.3014865	2.3014865	11	Lung10x_CD4..Memory.Effector.T
MS	Lung10x	B	2.7727485	2.7727485	26	Lung10x_B
MS	Lung10x	CD4..Memory.Effector.T	2.411784	2.411784	11	Lung10x_CD4..Memory.Effector.T
MS	Lung10x	EREG..Dendritic	2.613942	2.613942	21	Lung10x_EREG..Dendritic
MS	Lung10x	IGSF21..Dendritic	2.678674	2.678674	26	Lung10x_IGSF21..Dendritic
MS	Lung10x	Intermediate.Monocyte	2.7222415	2.7222415	25	Lung10x_Intermediate.Monocyte
MS	Lung10x	Macrophage	2.298709	2.298709	12	Lung10x_Macrophage
MS	Lung10x	Myeloid.Dendritic.Type.1	2.7284605	2.7284605	22	Lung10x_Myeloid.Dendritic.Type.1
MS	Lung10x	Myeloid.Dendritic.Type.2	2.783577	2.783577	31	Lung10x_Myeloid.Dendritic.Type.2
MS	Lung10x	Natural.Killer	2.5886855	2.5886855	14	Lung10x_Natural.Killer
MS	Lung10x	Nonclassical.Monocyte	2.42218	2.42218	13	Lung10x_Nonclassical.Monocyte
MS	Lung10x	Plasmacytoid.Dendritic	2.4930115	2.4930115	17	Lung10x_Plasmacytoid.Dendritic
MS	Lung10x	Proliferating.Macrophage	2.264348	2.264348	12	Lung10x_Proliferating.Macrophage
MS	Lung10x	TREM2..Dendritic	2.5009645	2.5009645	18	Lung10x_TREM2..Dendritic
PD	Lung10x	Alveolar.Epithelial.Type.2	2.7683135	2.7683135	21	Lung10x_Alveolar.Epithelial.Type.2
PD	Lung10x	Classical.Monocyte	2.8326955	2.8326955	21	Lung10x_Classical.Monocyte
PD	Lung10x	IGSF21..Dendritic	2.2393095	2.2393095	10	Lung10x_IGSF21..Dendritic
PD	Lung10x	Intermediate.Monocyte	2.709929	2.709929	25	Lung10x_Intermediate.Monocyte
PD	Lung10x	Nonclassical.Monocyte	2.61031	2.61031	20	Lung10x_Nonclassical.Monocyte
PD	Lung10x	Signaling.Alveolar.Epithelial.Type.2	2.543334	2.543334	15	Lung10x_Signaling.Alveolar.Epithelial.Type.2
PD	Lung10x	TREM2..Dendritic	2.664297	2.664297	17	Lung10x_TREM2..Dendritic
RHR	Lung10x	Airway.Smooth.Muscle	2.562878	2.562878	16	Lung10x_Airway.Smooth.Muscle
RHR	Lung10x	Artery	2.7351325	2.7351325	20	Lung10x_Artery
RHR	Lung10x	B	2.1975955	2.1975955	9	Lung10x_B
RHR	Lung10x	Plasmacytoid.Dendritic	2.356548	2.356548	12	Lung10x_Plasmacytoid.Dendritic
